; Helmut Quabeck HQ-1,5/12
 1.0000  0.0000
 0.9500  0.0071
 0.9000  0.0152
 0.8500  0.0229
 0.8000  0.0312
 0.7000  0.0466
 0.6000  0.0602
 0.5000  0.0695
 0.4000  0.0736
 0.3500  0.0744
 0.3000  0.0731
 0.2500  0.0709
 0.2000  0.0672
 0.1500  0.0621
 0.1000  0.0523
 0.0500  0.0380
 0.0250  0.0265
 0.0125  0.0192
 0.0050  0.0115
 0.0000  0.0000
 0.0050 -0.0081
 0.0125 -0.0132
 0.0250 -0.0182
 0.0500 -0.0263
 0.1000 -0.0343
 0.1500 -0.0399
 0.2000 -0.0426
 0.2500 -0.0445
 0.3000 -0.0452
 0.3500 -0.0456
 0.4000 -0.0443
 0.5000 -0.0395
 0.6000 -0.0311
 0.7000 -0.0202
 0.8000 -0.0104
 0.8500 -0.0062
 0.9000 -0.0032
 0.9500 -0.0009
 1.0000  0.0000
end
