; Helmut Quabeck HQ-3,5/9
 1.0000  0.0000
 0.9500  0.0102
 0.9000  0.0209
 0.8500  0.0304
 0.8000  0.0399
 0.7000  0.0559
 0.6000  0.0682
 0.5000  0.0758
 0.4000  0.0784
 0.3500  0.0786
 0.3000  0.0769
 0.2500  0.0741
 0.2000  0.0699
 0.1500  0.0641
 0.1000  0.0535
 0.0500  0.0378
 0.0250  0.0257
 0.0125  0.0162
 0.0050  0.0112
 0.0000  0.0000
 0.0050 -0.0034
 0.0125 -0.0067
 0.0250 -0.0086
 0.0500 -0.0104
 0.1000 -0.0114
 0.1500 -0.0124
 0.2000 -0.0124
 0.2500 -0.0124
 0.3000 -0.0119
 0.3500 -0.0114
 0.4000 -0.0100
 0.5000 -0.0058
 0.6000 -0.0003
 0.7000  0.0056
 0.8000  0.0087
 0.8500  0.0085
 0.9000  0.0071
 0.9500  0.0042
 1.0000  0.0000
end
