;EPPLER 203
;Aerodynamic zero at -3.31 degrees
100.0	.000
99.645	.066
98.625	.282
97.030	.660
94.932	1.158
92.361	1.723
89.325	2.333
85.854	2.995
82.000	3.705
77.819	4.451
73.369	5.218
68.712	5.989
63.910	6.742
59.028	7.453
54.130	8.088
48.264	8.605
44.460	8.974
39.748	9.176
35.154	9.204
30.704	9.056
26.419	8.744
22.332	8.291
18.486	7.718
14.920	7.041
11.671	6.273
8.772	5.432
6.250	4.534
4.128	3.600
2.427	2.650
1.162	1.713
.344	.825
.002	.054
.000	.000
.258	-.623
1.115	-1.293
2.471	-1.951
4.311	-2.562
6.616	-3.111
9.366	-3.586
12.534	-3.977
16.091	-4.279
19.999	-4.487
24.218	-4.596
28.702	-4.600
33.398	-4.482
38.286	-4.208
43.378	-3.797
48.643	-3.312
54.007	-2.800
59.395	-2.288
64.730	-1.799
69.937	-1.350
74.940	-.953
79.665	-.620
84.043	-.353
88.005	-.156
91.489	-.024
94.441	.051
96.813	.076
98.561	.060
99.636	.021
100.000	.000
end

