;Selig S5010-098
;All purpose flying wing aerofoil
;Alpha0 = 0.64 degrees
;Cmo = 0.0086
;Eta = 1.076
1.00000	0.00000
.99676	0.00001
.98707	0.00007
.97101	0.00036
.94870	0.00108
.92041	0.00256
.88667	0.00516
.84828	0.00903
.80608	0.01406
.76076	0.02008
.71307	0.02688
.66377	0.03420
.61355	0.04163
.56296	0.04877
.51247	0.05529
.46251	0.06093
.41348	0.06546
.36576	0.06873
.31969	0.07063
.27560	0.07113
.23383	0.07023
.19473	0.06799
.15860	0.06445
.12573	0.05968
.09637	0.05377
.07071	0.04688
.04889	0.03915
.03102	0.03081
.01718	0.02214
.00739	0.01348
.00167	0.00533
.00015	-.00140
.00424	-.00650
.01456	-.01084
.03028	-.01471
.05123	-.01804
.07718	-.02082
.10785	-.02306
.14291	-.02481
.18194	-.02609
.22448	-.02688
.27008	-.02715
.31829	-.02691
.36864	-.02623
.42055	-.02517
.47345	-.02381
.52675	-.02219
.57983	-.02039
.63209	-.01846
.68292	-.01645
.73173	-.01443
.77792	-.01243
.82095	-.01049
.86030	-.00865
.89547	-.00691
.92603	-.00527
.95163	-.00367
.97211	-.00212
.98730	-.00088
.99678	-.00019
1.00001	0.00000
end
