;Eppler E211
;CMo 0.115, B 4.2 degrees
100.000	.000
99.661	.830
98.698	.349
97.215	.790
95.287	1.337
92.926	1.912
90.115	2.488
86.867	3.076
83.226	3.676
79.235	4.280
74.945	4.877
70.407	5.457
65.674	6.008
60.804	6.518
55.854	6.971
50.883	7.350
45.942	7.633
41.073	7.801
36.317	7.847
31.712	7.762
27.292	7.547
23.088	7.207
19.136	6.758
15.474	6.214
12.140	5.585
9.165	4.885
6.576	4.127
4.396	3.325
2.640	2.497
1.320	1.668
.444	.870
.018	.159
.158	-.429
.896	-.961
2.148	-1.482
3.902	-1.942
6.146	-2.337
8.862	-2.662
12.024	-2.916
15.602	-3.009
19.558	-3.213
23.849	-3.260
28.427	-3.242
33.238	-3.159
38.226	-3.009
43.329	-2.779
48.515	-2.441
53.783	-2.006
59.098	-1.530
64.391	-1.057
69.589	-.618
74.615	-.238
79.390	.064
83.834	.278
87.873	.398
91.432	.429
94.443	.381
96.844	.277
98.589	.152
99.646	.044
100.000	.000
end


