;Eppler 212
100.0	0.00
99.676	.092
98.759	.372
97.346	.803
95.472	1.307
93.124	1.844
90.316	2.418
87.085	3.023
83.474	3.645
79.525	4.269
75.283	4.881
70.796	5.465
66.112	6.008
61.282	6.496
56.355	6.915
51.383	7.256
46.416	7.507
41.502	7.660
36.689	7.708
32.023	7.647
27.548	7.473
23.303	7.188
19.326	6.794
15.651	6.295
12.309	5.701
9.327	5.023
6.729	4.275
4.534	3.473
2.578	2.636
1.410	1.790
.499	.967
.032	.224
.122	-.398
.800	-.970
1.984	-1.532
3.648	-2.045
5.780	-2.486
8.363	-2.840
11.379	-3.097
14.808	-3.252
18.621	-3.301
22.790	-3.248
27.280	-3.099
32.051	-2.861
37.059	-2.548
42.257	-2.175
47.590	-1.759
53.003	-1.320
58.434	-.878
63.819	-.452
69.090	-.063
74.179	.271
79.016	.535
83.528	.713
87.643	.794
91.284	.776
94.382	.659
96.851	.458
98.615	.231
99.657	.061
100.0	0.000
end

