; Helmut Quabeck HQ-3,5/12
 1.0000  0.0000
 0.9500  0.0112
 0.9000  0.0232
 0.8500  0.0341
 0.8000  0.0451
 0.7000  0.0641
 0.6000  0.0796
 0.5000  0.0895
 0.4000  0.0931
 0.3500  0.0936
 0.3000  0.0917
 0.2500  0.0885
 0.2000  0.0837
 0.1500  0.0768
 0.1000  0.0643
 0.0500  0.0458
 0.0250  0.0314
 0.0125  0.0200
 0.0050  0.0137
 0.0000  0.0000
 0.0050 -0.0059
 0.0125 -0.0105
 0.0250 -0.0143
 0.0500 -0.0184
 0.1000 -0.0223
 0.1500 -0.0252
 0.2000 -0.0261
 0.2500 -0.0269
 0.3000 -0.0267
 0.3500 -0.0264
 0.4000 -0.0247
 0.5000 -0.0195
 0.6000 -0.0118
 0.7000 -0.0027
 0.8000  0.0035
 0.8500  0.0049
 0.9000  0.0048
 0.9500  0.0032
 1.0000  0.0000
end
