; Helmut Quabeck HQ-3,/13
 1.0000  0.0000
 0.9500  0.0105
 0.9000  0.0224
 0.8500  0.0325
 0.8000  0.0433
 0.7000  0.0627
 0.6000  0.0786
 0.5000  0.0890
 0.4000  0.0931
 0.3500  0.0938
 0.3000  0.0920
 0.2500  0.0889
 0.2000  0.0841
 0.1500  0.0761
 0.1000  0.0649
 0.0500  0.0466
 0.0250  0.0320
 0.0125  0.0223
 0.0050  0.0140
 0.0000  0.0000
 0.0050 -0.0072
 0.0125 -0.0124
 0.0250 -0.0174
 0.0500 -0.0231
 0.1000 -0.0289
 0.1500 -0.0331
 0.2000 -0.0348
 0.2500 -0.0361
 0.3000 -0.0363
 0.3500 -0.0362
 0.4000 -0.0355
 0.5000 -0.0290
 0.6000 -0.0194
 0.7000 -0.0100
 0.8000 -0.0017
 0.8500  0.0009
 0.9000  0.0020
 0.9500  0.0019
 1.0000  0.0000
end
