; Helmut Quabeck HQ-2,0/12
 1.0000  0.0000
 0.9500  0.0081
 0.9000  0.0172
 0.8500  0.0252
 0.8000  0.0347
 0.7000  0.0510
 0.6000  0.0651
 0.5000  0.0745
 0.4000  0.0785
 0.3500  0.0792
 0.3000  0.0778
 0.2500  0.0753
 0.2000  0.0713
 0.1500  0.0658
 0.1000  0.0553
 0.0500  0.0400
 0.0250  0.0277
 0.0125  0.0198
 0.0050  0.0120
 0.0000  0.0000
 0.0050 -0.0076
 0.0125 -0.0125
 0.0250 -0.0179
 0.0500 -0.0243
 0.1000 -0.0316
 0.1500 -0.0362
 0.2000 -0.0384
 0.2500 -0.0401
 0.3000 -0.0406
 0.3500 -0.0408
 0.4000 -0.0398
 0.5000 -0.0345
 0.6000 -0.0263
 0.7000 -0.0158
 0.8000 -0.0069
 0.8500 -0.0035
 0.9000 -0.0012
 0.9500 -0.0001
 1.0000  0.0000
end
