; Helmut Quabeck HQ-1,5/9
 1.0000  0.0000
 0.9500  0.0061
 0.9000  0.0129
 0.8500  0.0193
 0.8000  0.0260
 0.7000  0.0384
 0.6000  0.0488
 0.5000  0.0558
 0.4000  0.0588
 0.3500  0.0594
 0.3000  0.0583
 0.2500  0.0565
 0.2000  0.0535
 0.1500  0.0493
 0.1000  0.0415
 0.0500  0.0300
 0.0250  0.0208
 0.0125  0.0144
 0.0050  0.0090
 0.0000  0.0000
 0.0050 -0.0056
 0.0125 -0.0094
 0.0250 -0.0134
 0.0500 -0.0182
 0.1000 -0.0235
 0.1500 -0.0272
 0.2000 -0.0288
 0.2500 -0.0301
 0.3000 -0.0305
 0.3500 -0.0306
 0.4000 -0.0295
 0.5000 -0.0258
 0.6000 -0.0197
 0.7000 -0.0120
 0.8000 -0.0052
 0.8500 -0.0026
 0.9000 -0.0009
 0.9500 -0.0001
 1.0000  0.0000
end
