; Helmut Quabeck HQ-1,0/12
 1.0000  0.0000
 0.9500  0.0060
 0.9000  0.0132
 0.8500  0.0202
 0.8000  0.0277
 0.7000  0.0422
 0.6000  0.0554
 0.5000  0.0645
 0.4000  0.0687
 0.3500  0.0696
 0.3000  0.0685
 0.2500  0.0665
 0.2000  0.0631
 0.1500  0.0584
 0.1000  0.0493
 0.0500  0.0360
 0.0250  0.0253
 0.0125  0.0166
 0.0050  0.0109
 0.0000  0.0000
 0.0050 -0.0087
 0.0125 -0.0139
 0.0250 -0.0204
 0.0500 -0.0282
 0.1000 -0.0373
 0.1500 -0.0436
 0.2000 -0.0467
 0.2500 -0.0489
 0.3000 -0.0499
 0.3500 -0.0504
 0.4000 -0.0491
 0.5000 -0.0445
 0.6000 -0.0360
 0.7000 -0.0246
 0.8000 -0.0139
 0.8500 -0.0090
 0.9000 -0.0052
 0.9500 -0.0019
 1.0000  0.0000
end
