; Helmut Quabeck HQ-3,0/12
 1.0000  0.0000
 0.9500  0.0101
 0.9000  0.0213
 0.8500  0.0313
 0.8000  0.0416
 0.7000  0.0597
 0.6000  0.0748
 0.5000  0.0845
 0.4000  0.0882
 0.3500  0.0888
 0.3000  0.0870
 0.2500  0.0841
 0.2000  0.0795
 0.1500  0.0719
 0.1000  0.0613
 0.0500  0.0439
 0.0250  0.0301
 0.0125  0.0209
 0.0050  0.0132
 0.0000  0.0000
 0.0050 -0.0064
 0.0125 -0.0112
 0.0250 -0.0155
 0.0500 -0.0204
 0.1000 -0.0253
 0.1500 -0.0289
 0.2000 -0.0302
 0.2500 -0.0313
 0.3000 -0.0313
 0.3500 -0.0312
 0.4000 -0.0304
 0.5000 -0.0245
 0.6000 -0.0166
 0.7000 -0.0070
 0.8000  0.0000
 0.8500  0.0021
 0.9000  0.0028
 0.9500  0.0022
 1.0000  0.0000
end
