;Selig Donovan SD7084
;A possible replacement for S3021. Slightly less lift but has essentially
;similar characteristics. Probably better if flaps are used given the low
;camber. While best suited to higher wing loadings it has good low speed
;characteristics.
;Camber 2.31% and thickness 9.63%. Do not turbulate
1.00000	.00000
.99658	.00030
.98650	.00139
.97026	.00361
.94845	.00706
.92172	.01163
.89064	.01708
.85575	.02311
.81748	.02938
.77619	.03557
.73218	.04152
.68584	.04716
.63770	.05245
.58829	.05727
.53815	.06151
.48783	.06508
.43785	.06786
.38874	.06978
.34098	.07074
.29505	.07068
.25139	.06955
.21042	.06734
.17254	.06399
.13804	.05945
.10710	.05374
.07986	.04698
.05642	.03934
.03687	.03109
.02132	.02256
.00985	.01413
.00263	.00631
.00000	-.00016
.00294	-.00551
.01167	-.01031
.02575	-.01440
.04512	-.01786
.06955	-.02071
.09876	-.02295
.13245	-.02458
.17030	-.02560
.21190	-.02607
.25680	-.02601
.30452	-.02547
.35455	-.02448
.40633	-.02312
.45931	-.02143
.51289	-.01951
.56647	-.01741
.61943	-.01520
.67116	-.01298
.72105	-.01079
.76852	-.00873
.81296	-.00685
.85379	-.00522
.89047	-.00384
.92250	-.00272
.94942	-.00182
.97088	-.00105
.98671	-.00039
.99661	-.00006
1.0000	.00000
end
