; Helmut Quabeck HQ-2,5/10
 1.0000  0.0000
 0.9500  0.0085
 0.9000  0.0177
 0.8500  0.0261
 0.8000  0.0347
 0.7000  0.0499
 0.6000  0.0623
 0.5000  0.0704
 0.4000  0.0735
 0.3500  0.0740
 0.3000  0.0725
 0.2500  0.0701
 0.2000  0.0663
 0.1500  0.0602
 0.1000  0.0511
 0.0500  0.0366
 0.0250  0.0251
 0.0125  0.0161
 0.0050  0.0098
 0.0000  0.0000
 0.0050 -0.0053
 0.0125 -0.0093
 0.0250 -0.0129
 0.0500 -0.0170
 0.1000 -0.0211
 0.1500 -0.0241
 0.2000 -0.0252
 0.2500 -0.0261
 0.3000 -0.0261
 0.3500 -0.0260
 0.4000 -0.0247
 0.5000 -0.0204
 0.6000 -0.0138
 0.7000 -0.0060
 0.8000  0.0000
 0.8500  0.0017
 0.9000  0.0023
 0.9500  0.0018
 1.0000  0.0000
end
