;EPPLER 197
;Aerodynamic zero -2.7 degrees
100.0	.000
99.642	.050
98.604	.219
96.960	.530
94.778	.960
92.096	1.478
88.939	2.068
85.349	2.733
81.384	3.466
77.105	4.254
72.575	5.079
67.860	5.920
63.028	6.752
58.146	7.542
53.282	8.246
48.474	8.806
43.735	9.191
39.085	9.394
34.551	9.413
30.159	9.250
25.933	8.918
21.902	8.442
18.112	7.844
14.599	7.139
11.402	6.345
8.551	5.478
6.075	4.556
3.996	3.600
2.335	2.633
1.104	1.683
.318	.789
.000	.000
.000	-.200
.279	-.640
1.146	-1.278
2.555	-1.893
4.438	-2.454
6.797	-2.945
9.610	-3.365
12.852	-3.706
16.493	-3.955
20.495	-4.125
24.818	-4.195
29.414	-4.185
34.231	-4.085
39.236	-3.855
44.415	-3.535
49.723	-3.165
55.091	-2.765
60.447	-2.365
65.718	-1.965
70.834	-1.595
75.725	-1.266
80.323	-.965
84.564	-.715
88.388	-.505
91.738	-.325
94.572	-.185
86.864	-.075
98.572	-.009
99.637	-.005
100.0	.000
end

