; Helmut Quabeck HQ-3,5/10
 1.0000  0.0000
 0.9500  0.0105
 0.9000  0.0217
 0.8500  0.0316
 0.8000  0.0416
 0.7000  0.0587
 0.6000  0.0720
 0.5000  0.0804
 0.4000  0.0833
 0.3500  0.0836
 0.3000  0.0818
 0.2500  0.0789
 0.2000  0.0745
 0.1500  0.0683
 0.1000  0.0571
 0.0500  0.0405
 0.0250  0.0276
 0.0125  0.0175
 0.0050  0.0120
 0.0000  0.0000
 0.0050 -0.0042
 0.0125 -0.0080
 0.0250 -0.0105
 0.0500 -0.0131
 0.1000 -0.0151
 0.1500 -0.0167
 0.2000 -0.0170
 0.2500 -0.0173
 0.3000 -0.0168
 0.3500 -0.0164
 0.4000 -0.0149
 0.5000 -0.0104
 0.6000 -0.0041
 0.7000  0.0027
 0.8000  0.0069
 0.8500  0.0073
 0.9000  0.0063
 0.9500  0.0039
 1.0000  0.0000
end
