; Helmut Quabeck HQ-3,/15
 1.0000  0.0000
 0.9500  0.0111
 0.9000  0.0235
 0.8500  0.0349
 0.8000  0.0468
 0.7000  0.0683
 0.6000  0.0862
 0.5000  0.0981
 0.4000  0.1030
 0.3500  0.1038
 0.3000  0.1018
 0.2500  0.0985
 0.2000  0.0933
 0.1500  0.0845
 0.1000  0.0721
 0.0500  0.0519
 0.0250  0.0358
 0.0125  0.0250
 0.0050  0.0156
 0.0000  0.0000
 0.0050 -0.0088
 0.0125 -0.0150
 0.0250 -0.0212
 0.0500 -0.0284
 0.1000 -0.0361
 0.1500 -0.0416
 0.2000 -0.0439
 0.2500 -0.0457
 0.3000 -0.0461
 0.3500 -0.0462
 0.4000 -0.0455
 0.5000 -0.0381
 0.6000 -0.0280
 0.7000 -0.0156
 0.8000 -0.0052
 0.8500 -0.0015
 0.9000  0.0005
 0.9500  0.0012
 1.0000  0.0000
end
