; Helmut Quabeck HQ-3,0/8
 1.0000  0.0000
 0.9500  0.0088
 0.9000  0.0181
 0.8500  0.0264
 0.8000  0.0346
 0.7000  0.0487
 0.6000  0.0595
 0.5000  0.0663
 0.4000  0.0686
 0.3500  0.0688
 0.3000  0.0673
 0.2500  0.0649
 0.2000  0.0612
 0.1500  0.0551
 0.1000  0.0469
 0.0500  0.0332
 0.0250  0.0225
 0.0125  0.0155
 0.0050  0.0099
 0.0000  0.0000
 0.0050 -0.0031
 0.0125 -0.0061
 0.0250 -0.0079
 0.0500 -0.0097
 0.1000 -0.0109
 0.1500 -0.0119
 0.2000 -0.0119
 0.2500 -0.0121
 0.3000 -0.0116
 0.3500 -0.0112
 0.4000 -0.0102
 0.5000 -0.0063
 0.6000 -0.0014
 0.7000  0.0040
 0.8000  0.0069
 0.8500  0.0070
 0.9000  0.0058
 0.9500  0.0035
 1.0000  0.0000
end
