; Helmut Quabeck HQ-3,5/8
 1.0000  0.0000
 0.9500  0.0099
 0.9000  0.0201
 0.8500  0.0292
 0.8000  0.0381
 0.7000  0.0531
 0.6000  0.0644
 0.5000  0.0713
 0.4000  0.0735
 0.3500  0.0736
 0.3000  0.0720
 0.2500  0.0693
 0.2000  0.0654
 0.1500  0.0598
 0.1000  0.0498
 0.0500  0.0351
 0.0250  0.0238
 0.0125  0.0149
 0.0050  0.0104
 0.0000  0.0000
 0.0050 -0.0026
 0.0125 -0.0054
 0.0250 -0.0067
 0.0500 -0.0077
 0.1000 -0.0078
 0.1500 -0.0082
 0.2000 -0.0078
 0.2500 -0.0077
 0.3000 -0.0069
 0.3500 -0.0064
 0.4000 -0.0050
 0.5000 -0.0013
 0.6000  0.0035
 0.7000  0.0083
 0.8000  0.0104
 0.8500  0.0097
 0.9000  0.0078
 0.9500  0.0045
 1.0000  0.0000
end
