; Helmut Quabeck HQ-1,5/8
 1.0000  0.0000
 0.9500  0.0057
 0.9000  0.0121
 0.8500  0.0181
 0.8000  0.0243
 0.7000  0.0356
 0.6000  0.0450
 0.5000  0.0513
 0.4000  0.0534
 0.3500  0.0544
 0.3000  0.0534
 0.2500  0.0517
 0.2000  0.0489
 0.1500  0.0451
 0.1000  0.0379
 0.0500  0.0273
 0.0250  0.0189
 0.0125  0.0128
 0.0050  0.0082
 0.0000  0.0000
 0.0050 -0.0048
 0.0125 -0.0082
 0.0250 -0.0115
 0.0500 -0.0156
 0.1000 -0.0199
 0.1500 -0.0229
 0.2000 -0.0243
 0.2500 -0.0253
 0.3000 -0.0255
 0.3500 -0.0256
 0.4000 -0.0246
 0.5000 -0.0213
 0.6000 -0.0159
 0.7000 -0.0092
 0.8000 -0.0035
 0.8500 -0.0014
 0.9000 -0.0002
 0.9500 -0.0004
 1.0000  0.0000
end
