;EPPLER 195
;Aerodynamic zero -3.05 degrees
100.000	.000
99.652	.050
98.640	.220
97.037	.527
94.904	.948
92.280	1.448
89.185	2.014
85.658	2.646
81.753	3.340
77.529	4.083
73.046	4.858
68.368	5.647
63.559	6.427
58.686	7.169
53.813	7.834
48.985	8.373
44.222	8.754
39.550	8.966
34.994	9.002
30.580	8.864
26.330	8.562
22.276	8.121
18.460	7.562
14.922	6.901
11.697	6.152
8.817	5.332
6.310	4.458
4.198	3.549
2.500	2.627
1.228	1.719
.393	.860
.008	.112
0.000	0.000
.196	-.498
.986	-1.043
2.295	-1.553
4.112	-1.998
6.422	-2.370
9.206	-2.663
12.441	-2.875
16.098	-3.008
20.140	-3.066
24.526	-3.053
29.209	-2.975
34.136	-2.832
39.260	-2.624
44.545	-2.361
49.935	-2.071
55.362	-1.775
60.754	-1.485
66.043	-1.210
71.158	-.960
76.043	-.738
80.605	-.548
84.809	-.391
88.590	-.267
91.895	-.167
94.685	-.083
96.935	-.017
98.607	.014
99.646	.009
100.000	.000
end

