; Helmut Quabeck HQ-2,5/12
 1.0000  0.0000
 0.9500  0.0091
 0.9000  0.0192
 0.8500  0.0285
 0.8000  0.0381
 0.7000  0.0554
 0.6000  0.0699
 0.5000  0.0795
 0.4000  0.0834
 0.3500  0.0840
 0.3000  0.0824
 0.2500  0.0797
 0.2000  0.0754
 0.1500  0.0688
 0.1000  0.0583
 0.0500  0.0419
 0.0250  0.0289
 0.0125  0.0187
 0.0050  0.0115
 0.0000  0.0000
 0.0050 -0.0070
 0.0125 -0.0119
 0.0250 -0.0167
 0.0500 -0.0223
 0.1000 -0.0283
 0.1500 -0.0326
 0.2000 -0.0343
 0.2500 -0.0357
 0.3000 -0.0360
 0.3500 -0.0360
 0.4000 -0.0345
 0.5000 -0.0295
 0.6000 -0.0215
 0.7000 -0.0114
 0.8000 -0.0035
 0.8500 -0.0007
 0.9000  0.0008
 0.9500  0.0012
 1.0000  0.0000
end
