;EPPLER 201 
;Aerodynamic zero -3.34 degrees
100.0 0.0
99.652 .058
98.650 .250
97.069 .589
94.977 1.042
92.406 1.565
89.369 2.141
85.899 2.771
82.048 3.454
77.871 4.176
73.427 4.923
68.777 5.677
63.894 6.418
59.110 7.122
54.222 7.753
49.365 8.271
44.572 8.644
39.870 8.855
35.285 8.895
30.843 8.763
26.565 8.471
22.484 8.042
18.642 7.496
15.078 6.847
11.828 6.112
8.925 5.305
6.396 4.443
4.264 3.544
2.547 2.632
1.258 1.730
.407 .875
.011 .128
0.0 0.0
.187 -.488
.964 -1.046
2.258 -1.575
4.055 -2.041
6.341 -2.438
9.097 -2.756
12.298 -2.993
15.916 -3.149
19.915 -3.227
24.253 -3.229
28.883 -3.157
33.753 -3.010
38.823 -2.777
44.069 -2.471
49.439 -2.131
54.864 -1.783
60.272 -1.444
65.591 -1.126
70.749 -.839
75.676 -.591
80.305 -.386
84.572 -.225
88.416 -.107
91.782 -.027
94.625 .025
96.912 .051
98.602 .045
99.646 .017
100.0 0.0
end
