; Helmut Quabeck HQ-3,/14
 1.0000  0.0000
 0.9500  0.0108
 0.9000  0.0228
 0.8500  0.0337
 0.8000  0.0450
 0.7000  0.0655
 0.6000  0.0824
 0.5000  0.0935
 0.4000  0.0981
 0.3500  0.0988
 0.3000  0.0969
 0.2500  0.0937
 0.2000  0.0887
 0.1500  0.0803
 0.1000  0.0685
 0.0500  0.0492
 0.0250  0.0339
 0.0125  0.0237
 0.0050  0.0148
 0.0000  0.0000
 0.0050 -0.0080
 0.0125 -0.0137
 0.0250 -0.0193
 0.0500 -0.0257
 0.1000 -0.0325
 0.1500 -0.0374
 0.2000 -0.0394
 0.2500 -0.0409
 0.3000 -0.0412
 0.3500 -0.0412
 0.4000 -0.0405
 0.5000 -0.0335
 0.6000 -0.0242
 0.7000 -0.0128
 0.8000 -0.0035
 0.8500 -0.0003
 0.9000  0.0012
 0.9500  0.0015
 1.0000  0.0000
end
